video_id,trending_date,title,channel_title,views,likes,dislikes,publish_time,category_id,tags,comments,channel_id,description
4KMuB02kL1g,26.26.02,Crazy Love Song,Huh Gak - Topic,90583,1586,0,2026-02-24T09:00:07Z,10,Huh Gak|허각|Z|Jo Yeong Su|AN YOUNGMIN|Crazy Love Song|미친 사랑의 노래,0,UCTXujdte55ZVhaiJ3ixXDHA,"Provided to YouTube by Kakao Entertainment  Crazy Love Song · Huh Gak · Z · Jo Yeong Su · AN YOUNGMIN  Crazy Love Song  ℗ 2026 OS Projects, TOON STUDIO,under license to kakao Entertainment  Released on: 2026-02-24  Lyricist: 안영민 Composer: 조영수 Arranger: Z  Auto-generated by YouTube."
2HLWGyYLUpk,26.26.02,드디어 시작된 멸망전! 저맵 한 턴 오나?｜멸망전ep.01,저라뎃 JUSTLIKETHAT,141664,941,0,2026-02-26T03:04:52Z,20,천상계|챌린저|정글러|저라뎃|Justlikethat|정글|동선|강의|교육방송|롤토체스,189,UC1dG3vI9FfHnH3YgyeKUz_A,"─────────────▼─읽어주세요─▼──────────────── 챌린저 정글러 저라뎃의 저튜브에 오신 것을 환영합니다! 구독과 알람설정, 좋아요를 꼭 눌러주세요^^ ───────────────────────────────────────── SOOP 생방송▷ https://goo.gl/jtMm4u 아웃트로 BGM ▷ NEFFEX - Careless 💔 [Copyright Free] ───────────────────────────────────────── 광고, 협찬 및 모든 문의는 아래 메일로 보내주세요, 감사합니다! starfish@starfishentertainment.co.kr"
bVp6tXFoCVs,26.26.02,정승환 '0+0' Cover (원곡 : 한로로) | SeungTUDIO,정승환 Jung Seung Hwan,183428,7184,0,2026-02-24T09:00:04Z,10,정승환|JungSeungHwan|정승환 커버|한로로|0+0|한로로 영영|한로로 0+0|남자보컬,346,UCdjJRTPyex01MxLXmMgg3GQ,"'나에게 있어 영영 놓치고 싶지 않은, 영영, 결코 놓지 않을 것이 있다면 그건 무엇일까.'  #정승환 #JungSeungHwan #SeungTUDIO #한로로  ▪️정승환 Official - 정승환 Instagram : https://www.instagram.com/__seung__h/ - 정승환 Official Instagram : https://www.instagram.com/meet_the_seung/ - 정승환 Official X : https://twitter.com/meet_the_seung - 정승환 Berriz 커뮤니티 : https://berriz.in/jsh - 정승환 Spotify : https://spoti.fi/3LoPCg1"
Ciya-Hq135Y,26.26.02,공포의 파피5,이도원,156158,7195,0,2026-02-26T08:00:14Z,20,이도원|공포의|파피5|파피|플레이|타임|poppy|play|time,635,UCWq9wRjQXYC8i486uVLysUA,구독과 댓글은 저에게 큰 힘이 됩니다  다시보기 풀영상 채널: https://www.youtube.com/@fulldowon4376 이도원 이메일 : dowon4376@gmail.com 이도원 공식 카페: https://cafe.naver.com/dowon4376  브금 출처: 뮤팟 브금 출처: 셀바이뮤직
YsfsxpJaYSw,26.26.02,2AM in ITW,Sik-K - Topic,43759,434,0,2026-02-25T09:03:19Z,10,Sik-K|식케이|6SEOUL|2AM in ITW,31,UCv6YKzTZuGdFB6oVVzkbmyw,"Provided to YouTube by FLUXUS  2AM in ITW · Sik-K  6SEOUL  ℗ KC, under license to Dreamus  Released on: 2026-02-25  Composer: Sik-K Lyricist: Sik-K Composer: WOOGIE  Auto-generated by YouTube."
in6rDZS-4e4,26.26.02,감스트 GTA5 기차막기 세계 최초로 성공했습니다!!,감스트GAMST,141333,5099,0,2026-02-26T10:03:39Z,20,아프리카티비|아프리카tv|afreecatv|broadcast|감스트|비제이|김인직|인직|방송|bj|감튜브|콘텐츠|컨텐츠|비감|contents|gamst|injik|kiminjik|gamtube|bgam,339,UCbFzvzDu17eDZ3RIeaLRswQ,[2026.02.21] 방송영상 입니다.  #GTA5 #지티에이5 #grandtheftauto5 #울산큰고래 #gta5기차  ♥ GAMST YouTube channel subscribe please ♥  GAMST YouTube https://goo.gl/i1A0oN GAMST Facebook http://facebook.com/gamst0108 GAMST Instagram http://Instagram.com/gamst17172 GAMST TV https://ch.sooplive.co.kr/devil0108 GAMST TV watch live https://play.sooplive.co.kr/devil0108  COPYRIGHTS ⓒ 2015 BY GAMST. ALL RIGHTS RESERVED.
mPTq6M_jA4w,26.26.02,"[Live Clip] Parc Jae Jung(박재정), SULLYOON (NMIXX)(설윤 (NMIXX)) _ Always(지금 이대로만)",1theK (원더케이),51368,4951,0,2026-02-25T09:01:12Z,10,K-POP|Kpop|1theK|원더케이|Original|1theK Original|TOP100|idol|아이돌|라이브|LIVE|멜론|원더케이 오리지널|음악,319,UCweOkPb1wVVH0Q0Tlj4a5Pw,"[Live Clip] Parc Jae Jung(박재정), SULLYOON (NMIXX)(설윤 (NMIXX)) _ Always(지금 이대로만)   K-POP Wonderland, 1theK  K-POP의 모든 즐거움을 1theK(원더케이)에서 만나보세요! :) Welcome to the official YouTube channel of K-POP Wonderland, 1theK  '1theK Live' Subscribe 👉 https://www.youtube.com/@1theKLive  [Notice] 1theK YouTube is also an official channel for the MV, and music shows will count the views from this channel too. [공지] 1theK YouTube는 MV를 유통하는 공식 채널로, 1theK에 업로드된 MV 조회수 또한 음악방송 순위에 반영됩니다.  #NEWRELEASE#MV#1theK#원더케이  1theK YT : https://www.youtube.com/1theK 1theK FB  : http://www.facebook.com/1theK 1theK TW : https://twitter.com/1theK 1theK TikTok : https://vt.tiktok.com/2mSMBS 1theK Originals YT : https://www.youtube.com/1theKOriginals 1theK Live YT : https://www.youtube.com/@1theKLive 1theK Live Instagram : https://www.instagram.com/1thek_live/"
iMnDQM_VXGU,26.26.02,[ 2. 26 live ] 리니지 클래식 : 7셋 가야될거 같은데..6~7셋 삽니다.,수삼티비,136957,1171,0,2026-02-26T08:48:06Z,20,[none],32,UCLi7ULqlbpBLA1PkOE4QlKw,수삼티비 투네이션 https://toon.at/donate/soo3soo3  ※ 게임 내 확률형 아이템 포함  https://toon.at/donate/soo3soo3 수삼티비 멤버십 가입하기    / @수삼티비    ↓ 유튜브 광고 스폰 문의 및 질문 ↓ ▶ 수삼이 카톡 :foryourhappy
ten6JjjGcH4,26.26.02,Highs and Goodbyes,BIG Naughty - Topic,12119,588,0,2026-02-26T09:01:36Z,10,BIG Naughty|BIG Naughty (서동현)|dress|Between Cobalt and Navy|코발트와 네이비 그 사이|Highs and Goodbyes|안녕,0,UC9dIQRHQwB6cvfymHRvJ7mA,"Provided to YouTube by Kakao Entertainment  Highs and Goodbyes · BIG Naughty · dress · dress · BIG Naughty · BIG Naughty  Between Cobalt and Navy  ℗ 2026 H1GHR MUSIC RECORDS,under license to Kakao Entertainment  Released on: 2026-02-26  Lyricist: BIG Naughty (서동현) Composer: dress Composer: BIG Naughty (서동현) Arranger: dress  Auto-generated by YouTube."
fECTzmnfFKw,26.26.02,43점 미드 김민교의 멸망전 팀 구하기,튜브김민교,100077,717,0,2026-02-26T09:21:36Z,20,김민교|민교|교튜브|튜브 김민교,119,UCBA9XaL5wCdHnC5EmEzwrqw,비즈니스 문의 : creators@iambrand.co.kr
2TC3ob-l5SI,26.26.02,Lemon Tree,YEWON - Topic,11643,343,0,2026-02-25T09:03:42Z,10,YEWON|정예원|Lemon Tree,12,UC5xl3AwgNTqyYQDe8Puxlzg,"Provided to YouTube by Mound Media Inc.  Lemon Tree · YEWON  Lemon Tree  ℗ M.O.M Entertainment, under license to VOSTOK  Released on: 2026-02-25  Producer: Ji Seonggyu Producer: Lee Hwaik Lyricist: Peter Freudenthaler Lyricist: Volker Hinkel Composer: Peter Freudenthaler Composer: Volker Hinkel  Auto-generated by YouTube."
U46i8gKsNlg,26.26.02,멸망전 첫날부터 여캠 착즙하는 저티어 심리분석 전문가 ㅋㅋㅋㅋ 【롤 멸망전 EP.01】,스맵,91973,657,0,2026-02-26T02:59:52Z,20,스맵|Smeb|춘봉박|아프리카|리그오브레전드|ALL|김민교|이상호|저라뎃,106,UCunQJrd9yphZEH0Etwjnabw,#스맵 #smeb #리그오브레전드  공식 팬카페 : https://cafe.naver.com/smebsmeb 스맵 방송국 : https://ch.sooplive.co.kr/townboy 인스타그램 : https://www.instagram.com/kyungho0 유튜브 문의 : bokducktube@naver.com 광고문의 : creators@iambrand.co.kr
o8lYw-bzN38,26.26.02,허각 - 미친 사랑의 노래,노래는? 허각!,31466,720,0,2026-02-25T09:00:00Z,10,허각|라이브|K-POP,52,UCYXqYzyReyInCCrbhEt__JA,씨야 선배님들의 '미친 사랑의 노래'를 리메이크해서 발매하게 되었습니다. 많이 들어주세요~*  #허각 #미친사랑의노래 #씨야
iHX-C4gIXVM,26.26.02,공방엔 시시한 놈들밖에 없다며 알파고를 개초보 취급하는 113승 8패 승률 93% 초고수 상대ㄷㄷ 알파고의 운명은..?,[ALTUBE] 김성현TV,144457,1653,0,2026-02-25T09:30:21Z,20,스타|스타크래프트|starcraft|알파고|김성현|zerg|terran|protoss|저그|테란|프로토스|스타크래프트리마스터,229,UCOTJtP0Z9DjpPU43B5m1V6A,"스타크래프트 테란 STX전프로 ★알파고★김성현의 공식채널입니다:D 📌알튜브 공식 굿즈 샵 : https://altube.shop , https://rlatjdgus222.cafe24.com/shop2/product/list_channel.html 📌알튜브 멤버십 가입 : https://www.youtube.com/channel/UCOTJtP0Z9DjpPU43B5m1V6A/join 멤버십에 가입하시면 🔥알파고의 스타 강의🔥 회원 전용 동영상🔥을 즐기실 수 있습니다 ------------------------------------ #알튜브 #알파고 #김성현 #스타 #스타크래프트 #starcraft   * 해당 게임은 26.01.24 생방송에서 진행됐습니다.  * 타임 스탬프 00:00 오프닝 & 매치 1 07:50 매치 2 17:08 매치 3 28:39 매치 4  -------------------- - 오프닝 Music provided by 브금대통령 Track : 무궁화 꽃이 피었습니다 - https://youtu.be/Y8jh4gBETos  - 매치 1 종료 후 Music provided by 브금대통령 Track : 어리둥절 - https://youtu.be/ZQrX-bm4Cy4  - 매치 2 종료 후 Music provided by 브금대통령 Track : 억까 - https://youtu.be/Vt2gdUYH15E  - 매치 3 종료 후 Music provided by 브금대통령 Track : 뉘예뉘예 - https://youtu.be/r0zC62qBm_w  - 매치 4 종료 후 Music provided by 브금대통령 Track : 덧없다- https://youtu.be/8bpBE9kuIdY  - 엔딩 Music provided by 브금대통령 Track : 누구나의 첫 겨울 - https://youtu.be/158NMxASE-0"
Q4AE3ub4nBM,26.26.02,RUDE!,Hearts2Hearts - Topic,3276782,57267,0,2026-02-20T09:02:00Z,10,Hearts2Hearts|RUDE!,1688,UCC3Hg75KxQk4VTrBSphEbGw,"Provided to YouTube by SM Entertainment  RUDE! · Hearts2Hearts  RUDE!  ℗ 2026 SM Entertainment  Released on: 2026-02-20  Producer: Sebastian Thott Lyricist: Park Taewon Lyricist: danke Lyricist: Hyungsuk Lee Composer, Arranger: Sebastian Thott Composer: Maya Rose Composer: Arineh Karimi  Auto-generated by YouTube."
VRJrdJqWBRU,26.26.02,리니지클래식 엔씨8 진짜 지옥 없애라니깐 으이그~  활피가자  #조선협객전 #SOL #원큐 #oneq #리니지 2026/02/25,원큐,183915,970,0,2026-02-25T22:56:25Z,20,[none],42,UCTiFhESEPEbe5qoFeJ8rr1w,종합게임 및 오토바이 레저 스트리머 라이브 동영상 채널 입니다  ●  원큐 투네이션 후원  :  https://bit.ly/39oxLbz ●  원큐 유튜브 팬가입  :  https://bit.ly/3LDdIV5 ●    원큐 인스타그램     :  https://bit.ly/3vI6utH (oneq1004) ●    광고문의                  :  010-9032-9009   #리니지 #hit2 #오토바이 #바이크 #게임 #룸방 #취미 #레저 #스글 #디트로네 #브아 #브레이크아웃 #넥슨 #엔씨 #엔씨소프트 #원큐
p8mnigkHhtI,26.26.02,NCT JNJM _ BOTH SIDES | 1theKILLPO | 원더킬포 | 퍼포먼스 | Performance | 4K,1theK Originals - 원더케이 오리지널,231066,29681,0,2026-02-25T09:00:11Z,24,원더케이|원더케이오리지널|K-pop|idol|댄스|안무|dance|1theK|K-POP|Kpop|Original|1theK Original|TOP100|라이브|LIVE|멜론|원더케이 오리지널|음악|New1thekOriginal|1theKOriginal|kpop|케이팝|k팝|아이돌|한국|live,1069,UCqq-ovGE01ErlXakPihhKDA,"NCT JNJM _ BOTH SIDES | 1theKILLPO | 원더킬포 | 퍼포먼스 | Performance | 4K  #NCTJNJM#BOTHSIDES#1theKILLPO#New1theKOriginal#1theK#원더케이#원더케이오리지널  [1theKILLPO] NCT JNJM _ BOTH SIDES The killing part you picked is both versions! 💚Both Sides Check + Both Sides Contact (1:04, 2:37)💚 Thanks to all your votes, we’re revealing both killing points!⚡  00:00 NCT JNJM _ BOTH SIDES 01:04⚡Kill Point 1. Both Sides Check 01:21  NCT JNJM _ BOTH SIDES 02:37⚡Kill Point 2. Both Sides Contact  02:54 NCT JNJM _ BOTH SIDES  K-POP Wonderland, 1theK K-POP의 모든 즐거움이 여기에, 다양한 원더케이 오리지널 컨텐츠를 만나보세요!  K-POP Wonderland, 1theK All the joys of K-pop here! 1theK has a wide variety of Original Content  ▶1theK YouTube https://www.youtube.com/1theK ▶1theK Originals YouTube  https://www.youtube.com/1theKOriginals ▶1theK Live YouTube https://www.youtube.com/@1theKLive ▶1theK Instagram https://www.instagram.com/1thek/ ▶1theK Live Instagram https://www.instagram.com/1thek_live/ ▶1theK TikTok https://www.tiktok.com/@1thek ▶1theK X https://twitter.com/1theK ▶1theK Facebook http://www.facebook.com/1theK ▶1theK Threads https://threads.com/@1thek"
tjOUsAtZ-ao,26.26.02,[ 파피 플레이타임 챕터 5: 모든 실험체들 정리 ],대타맨,288322,4248,0,2026-02-25T03:27:38Z,20,poppy playtime chapter 5|poppy playtime|horror game|파피 5 스토리 요약|파피 5 대타맨,463,UCkvz_CZlthtVo7E2sGa43cg,00:00 인트로  00:25 롱사이드 아우티멀즈 01:42 아우티멀즈 02:40 기블렛 07:00 첨 촘프킨스 08:29 릴리 러브 브레이즈 11:42 허기 워기 13:31 키시 미시 14:05 할리 소이어 14:40 파피 16:10 프로토타입  -----------  게임이름: Poppy Playtime Chapter 5 발매연도: 2026 대타맨평가: ★ ★ ★ ☆ ☆  난이도 평가: ★ ★ ☆ ☆ ☆  한글화: O 가격 : 21500원 게임 링크: https://store.steampowered.com/app/4100940/Poppy_Playtime__Chapter_5/ 대타맨채널 멤버십 :https://www.youtube.com/channel/UCkvz_CZlthtVo7E2sGa43cg/join
